"ID";"DTM";"P";"T";"RM"
"PLAVEC";1924-09-15;31.11;14.23;4.774
"PLAVEC";1924-10-15;61.05;8.438;4.06
"PLAVEC";1924-11-15;41.06;1.258;3.656
"PLAVEC";1924-12-15;52.66;-2.046;6.498
"PLAVEC";1925-01-15;16.47;0.033;14.914
"PLAVEC";1925-02-15;27.63;2.173;16.535
"PLAVEC";1925-03-15;11.64;1.136;6.727
"PLAVEC";1925-04-15;59.1;8.185;7.265
"PLAVEC";1925-05-15;75.78;14.079;7.261
"PLAVEC";1925-06-15;66.44;14.498;5.529
"PLAVEC";1925-07-15;34.44;17.316;3.655
"PLAVEC";1925-08-15;37.3;16.849;2.966
"PLAVEC";1925-09-15;39.76;12.114;2.457
"PLAVEC";1925-10-15;20.08;8.009;2.017
"PLAVEC";1925-11-15;22.92;1.9;1.698
"PLAVEC";1925-12-15;46.19;-2.061;1.409
"PLAVEC";1926-01-15;15.18;-2.92;1.182
"PLAVEC";1926-02-15;15.63;2.685;0.992
"PLAVEC";1926-03-15;34.1;3.386;2.919
"PLAVEC";1926-04-15;44.29;8.844;2.212
"PLAVEC";1926-05-15;78.44;11.814;3.482
"PLAVEC";1926-06-15;51.51;13.914;1.906
"PLAVEC";1926-07-15;119.2;17.352;3.731
"PLAVEC";1926-08-15;97.18;15.837;2.788
"PLAVEC";1926-09-15;16.29;14.151;0.639
"PLAVEC";1926-10-15;47.99;8.6;0.825
"PLAVEC";1926-11-15;45.73;6.757;0.917
"PLAVEC";1926-12-15;18.48;-0.698;2.325
"PLAVEC";1927-01-15;25.69;0.073;10.845
"PLAVEC";1927-02-15;43.96;-1.399;10.4
"PLAVEC";1927-03-15;31.41;5.159;9.491
"PLAVEC";1927-04-15;25;7.842;6.456
"PLAVEC";1927-05-15;79.43;11.291;7.193
"PLAVEC";1927-06-15;155.43;15.877;17.071
"PLAVEC";1927-07-15;69.22;17.936;7.893
"PLAVEC";1927-08-15;39.75;17.521;5.287
"PLAVEC";1927-09-15;33.5;14.156;4.255
"PLAVEC";1927-10-15;40.96;7.723;3.604
"PLAVEC";1927-11-15;36.65;2.115;3.114
"PLAVEC";1927-12-15;34.67;-5.37;2.433
"PLAVEC";1928-01-15;57.45;-0.477;8.158
"PLAVEC";1928-02-15;5.48;0.343;19.379
"PLAVEC";1928-03-15;37.16;1.115;12.774
"PLAVEC";1928-04-15;59.5;8.07;11.522
"PLAVEC";1928-05-15;28.63;10.072;7.919
"PLAVEC";1928-06-15;70.64;14.657;7.592
"PLAVEC";1928-07-15;91.21;19.615;6.767
"PLAVEC";1928-08-15;26.25;17.669;4.55
"PLAVEC";1928-09-15;35.15;13.214;3.812
"PLAVEC";1928-10-15;23.63;8.7;3.169
"PLAVEC";1928-11-15;19.59;5.672;2.654
"PLAVEC";1928-12-15;26.79;-2.362;2.216
"PLAVEC";1929-01-15;22.04;-7.485;1.859
"PLAVEC";1929-02-15;40.09;-7.372;1.56
"PLAVEC";1929-03-15;28.83;0.607;14.791
"PLAVEC";1929-04-15;48.81;4.684;7.386
"PLAVEC";1929-05-15;80.11;13.421;6.878
"PLAVEC";1929-06-15;74.86;15.206;5.538
"PLAVEC";1929-07-15;25.45;18.273;3.083
"PLAVEC";1929-08-15;54.18;17.663;2.7
"PLAVEC";1929-09-15;34.69;14.507;2.115
"PLAVEC";1929-10-15;17.77;9.638;1.734
"PLAVEC";1929-11-15;29.6;4.136;1.473
"PLAVEC";1929-12-15;18.59;1.053;1.255
"PLAVEC";1930-01-15;40.25;-1.438;1.017
"PLAVEC";1930-02-15;23.67;-2.889;2.878
"PLAVEC";1930-03-15;7.37;4.377;1.898
"PLAVEC";1930-04-15;19.48;8.721;1.754
"PLAVEC";1930-05-15;80.38;12.17;3.18
"PLAVEC";1930-06-15;55.6;18.293;1.952
"PLAVEC";1930-07-15;102.03;17.351;2.253
"PLAVEC";1930-08-15;41.31;16.542;0.975
"PLAVEC";1930-09-15;16.74;14.107;0.679
"PLAVEC";1930-10-15;31.16;8.814;0.59
"PLAVEC";1930-11-15;49.49;4.972;0.578
"PLAVEC";1930-12-15;32.37;-1.52;0.391
"PLAVEC";1931-01-15;18.66;-1.691;1.538
"PLAVEC";1931-02-15;13.75;-2.186;2.95
"PLAVEC";1931-03-15;17.26;-0.892;3.168
"PLAVEC";1931-04-15;54.03;5.299;9.108
"PLAVEC";1931-05-15;53.77;15.95;4.41
"PLAVEC";1931-06-15;37.07;17.554;2.991
"PLAVEC";1931-07-15;58.76;18.115;2.56
"PLAVEC";1931-08-15;102.34;16.329;2.368
"PLAVEC";1931-09-15;49.85;10.394;1.82
"PLAVEC";1931-10-15;93.89;6.687;3.739
"PLAVEC";1931-11-15;46.1;1.974;12.729
"PLAVEC";1931-12-15;50.01;-1.526;13.061
"PLAVEC";1932-01-15;21.05;-0.976;15.33
"PLAVEC";1932-02-15;51.52;-4.884;14.813
"PLAVEC";1932-03-15;8.9;-0.757;18.345
"PLAVEC";1932-04-15;33.52;7.587;13.65
"PLAVEC";1932-05-15;13.2;13.422;11.527
"PLAVEC";1932-06-15;51.42;14.584;10.061
"PLAVEC";1932-07-15;75.05;19.308;8.602
"PLAVEC";1932-08-15;97.11;18.521;7.276
"PLAVEC";1932-09-15;36.59;16.541;5.745
"PLAVEC";1932-10-15;38.08;9.28;4.814
"PLAVEC";1932-11-15;37.58;2.98;4.103
"PLAVEC";1932-12-15;43.44;-1.819;3.352
"PLAVEC";1933-01-15;17.1;-5.827;3.348
"PLAVEC";1933-02-15;13.96;-0.744;7.082
"PLAVEC";1933-03-15;9.2;3.101;4.816
"PLAVEC";1933-04-15;9.3;6.32;4.078
"PLAVEC";1933-05-15;76.3;11.629;5.037
"PLAVEC";1933-06-15;21.82;14.107;2.97
"PLAVEC";1933-07-15;63.04;17.795;2.812
"PLAVEC";1933-08-15;46.79;17.6;2.128
"PLAVEC";1933-09-15;19.9;13.072;1.693
"PLAVEC";1933-10-15;22.34;8.531;1.42
"PLAVEC";1933-11-15;23.47;1.722;1.193
"PLAVEC";1933-12-15;19.77;-6.54;0.992
"PLAVEC";1934-01-15;19.04;-2.025;0.833
"PLAVEC";1934-02-15;38.6;-0.756;1.047
"PLAVEC";1934-03-15;2.66;4.687;0.789
"PLAVEC";1934-04-15;24.12;10.394;0.91
"PLAVEC";1934-05-15;53.93;14.299;1.367
"PLAVEC";1934-06-15;63.24;15.987;1.153
"PLAVEC";1934-07-15;80.36;19.158;1.047
"PLAVEC";1934-08-15;45.27;17.742;0.454
"PLAVEC";1934-09-15;39.06;14.865;0.326
"PLAVEC";1934-10-15;34.33;9.067;0.261
"PLAVEC";1934-11-15;36.63;3.908;0.259
"PLAVEC";1934-12-15;14.66;3.623;0.201
"PLAVEC";1935-01-15;18.42;-4.046;0.136
"PLAVEC";1935-02-15;24.88;-0.277;0.115
"PLAVEC";1935-03-15;13.33;0.872;0.096
"PLAVEC";1935-04-15;30.98;7.814;0.448
"PLAVEC";1935-05-15;28.98;10.771;0.325
"PLAVEC";1935-06-15;94.45;17.771;1.598
"PLAVEC";1935-07-15;9.38;17.95;0.059
"PLAVEC";1935-08-15;105.11;17.101;0.45
"PLAVEC";1935-09-15;21.6;14.001;0.074
"PLAVEC";1935-10-15;23.78;9.608;0.059
"PLAVEC";1935-11-15;27.82;3.689;0.063
"PLAVEC";1935-12-15;32.39;-1.261;0.02
"PLAVEC";1936-01-15;19.98;0.669;0.017
"PLAVEC";1936-02-15;54.51;-1.022;4.712
"PLAVEC";1936-03-15;13.2;4.401;2.754
"PLAVEC";1936-04-15;38.62;7.749;2.946
"PLAVEC";1936-05-15;78.48;13.286;4.226
"PLAVEC";1936-06-15;38.39;15.794;2.095
"PLAVEC";1936-07-15;39.35;18.544;1.584
"PLAVEC";1936-08-15;36.54;16.085;1.219
"PLAVEC";1936-09-15;34.31;12.985;0.995
"PLAVEC";1936-10-15;85.87;5.851;0.972
"PLAVEC";1936-11-15;28.36;2.101;1.619
"PLAVEC";1936-12-15;33.14;-0.732;7.119
"PLAVEC";1937-01-15;27.39;-4.706;8.122
"PLAVEC";1937-02-15;32.98;0.485;21.83
"PLAVEC";1937-03-15;18.51;3.993;7.905
"PLAVEC";1937-04-15;18.81;7.773;6.648
"PLAVEC";1937-05-15;112.22;15.216;8.878
"PLAVEC";1937-06-15;60.25;17.207;5.758
"PLAVEC";1937-07-15;147.03;17.565;7.535
"PLAVEC";1937-08-15;54.12;17.565;4.163
"PLAVEC";1937-09-15;30.22;13.736;2.88
"PLAVEC";1937-10-15;41.53;9.651;2.505
"PLAVEC";1937-11-15;19.14;2.822;1.974
"PLAVEC";1937-12-15;14.91;-1.791;1.599
"PLAVEC";1938-01-15;27.3;-0.912;1.341
"PLAVEC";1938-02-15;31.96;-0.193;5.608
"PLAVEC";1938-03-15;40.33;6.493;7.132
"PLAVEC";1938-04-15;55.56;5.063;9.193
"PLAVEC";1938-05-15;24.1;11.222;5.074
"PLAVEC";1938-06-15;63.8;16.92;4.951
"PLAVEC";1938-07-15;106.37;17.651;4.804
"PLAVEC";1938-08-15;90.33;18.045;3.758
"PLAVEC";1938-09-15;126.16;12.881;5.178
"PLAVEC";1938-10-15;11.9;9.551;2.575
"PLAVEC";1938-11-15;26.97;5.088;2.357
"PLAVEC";1938-12-15;31.33;-3.519;6.262
"PLAVEC";1939-01-15;27.25;-0.502;10.228
"PLAVEC";1939-02-15;6.39;1.088;7.019
"PLAVEC";1939-03-15;14.55;0.644;5.979
"PLAVEC";1939-04-15;40.01;9.935;5.61
"PLAVEC";1939-05-15;30.43;11.313;4.457
"PLAVEC";1939-06-15;20.72;16.207;3.559
"PLAVEC";1939-07-15;67.43;18.058;3.22
"PLAVEC";1939-08-15;160.36;17.852;3.398
"PLAVEC";1939-09-15;31.63;12.894;2.402
"PLAVEC";1939-10-15;27.28;6.921;1.917
"PLAVEC";1939-11-15;29.29;3.845;1.677
"PLAVEC";1939-12-15;32.6;-3.498;3.533
"PLAVEC";1940-01-15;28.67;-11.225;2.372
"PLAVEC";1940-02-15;7.45;-8.164;1.99
"PLAVEC";1940-03-15;43.95;0.937;35.085
"PLAVEC";1940-04-15;6.54;7.85;7.369
"PLAVEC";1940-05-15;103.11;11.243;8.871
"PLAVEC";1940-06-15;102.98;16.408;9.005
"PLAVEC";1940-07-15;111.98;16.909;8.377
"PLAVEC";1940-08-15;75.29;14.929;5.414
"PLAVEC";1940-09-15;54.44;13.335;3.861
"PLAVEC";1940-10-15;71.87;8.193;6.732
"PLAVEC";1940-11-15;47.4;4.515;13.858
"PLAVEC";1940-12-15;41.62;-5.334;9.853
"PLAVEC";1941-01-15;17.2;-6.73;8.937
"PLAVEC";1941-02-15;13.05;-1.357;14.692
"PLAVEC";1941-03-15;34.24;3.042;20.566
"PLAVEC";1941-04-15;48.39;6.027;12.853
"PLAVEC";1941-05-15;97.93;9.87;19.42
"PLAVEC";1941-06-15;66.82;15.951;12.279
"PLAVEC";1941-07-15;56.34;17.795;9.531
"PLAVEC";1941-08-15;45.46;16.214;7.569
"PLAVEC";1941-09-15;41.83;11.593;6.258
"PLAVEC";1941-10-15;40.67;7.722;5.251
"PLAVEC";1941-11-15;45.68;-0.127;4.314
"PLAVEC";1941-12-15;31.5;-0.263;5.587
"PLAVEC";1942-01-15;45.44;-10.968;4.185
"PLAVEC";1942-02-15;43.38;-5.836;5.975
"PLAVEC";1942-03-15;54.58;0.127;40.269
"PLAVEC";1942-04-15;81.78;6.985;46.748
"PLAVEC";1942-05-15;37.76;12.942;15.586
"PLAVEC";1942-06-15;111.42;14.998;15.48
"PLAVEC";1942-07-15;88.76;16.744;12.665
"PLAVEC";1942-08-15;88.17;17.866;10.437
"PLAVEC";1942-09-15;14.04;16.543;7.458
"PLAVEC";1942-10-15;69.15;10.814;6.681
"PLAVEC";1942-11-15;25.84;1.974;5.408
"PLAVEC";1942-12-15;29.89;-0.217;7
"PLAVEC";1943-01-15;26.64;-4.375;9.332
"PLAVEC";1943-02-15;23.27;1.601;15.896
"PLAVEC";1943-03-15;11.91;4.652;7.37
"PLAVEC";1943-04-15;43.29;9.236;6.795
"PLAVEC";1943-05-15;66.85;11.992;6.509
"PLAVEC";1943-06-15;80.66;14.614;5.934
"PLAVEC";1943-07-15;58.35;17.189;4.284
"PLAVEC";1943-08-15;54.31;19.064;3.34
"PLAVEC";1943-09-15;35.53;14.751;2.621
"PLAVEC";1943-10-15;32.24;9.829;2.183
"PLAVEC";1943-11-15;26.71;1.966;1.828
"PLAVEC";1943-12-15;23.26;-2.428;1.506
"PLAVEC";1944-01-15;16.23;1.767;1.264
"PLAVEC";1944-02-15;8.56;-2.549;1.06
"PLAVEC";1944-03-15;7.23;0.185;0.89
"PLAVEC";1944-04-15;59.64;7.806;1.838
"PLAVEC";1944-05-15;31.66;11.614;0.978
"PLAVEC";1944-06-15;84.89;14.464;1.925
"PLAVEC";1944-07-15;68.33;17.302;1.195
"PLAVEC";1944-08-15;31.4;19.416;0.463
"PLAVEC";1944-09-15;42.02;13.351;0.38
"PLAVEC";1944-10-15;4.3;9.507;0.261
"PLAVEC";1944-11-15;32.33;2.901;0.244
"PLAVEC";1944-12-15;18.98;-2.884;0.183
"PLAVEC";1945-01-15;25.69;-6.389;0.154
"PLAVEC";1945-02-15;26.6;2.299;0.262
"PLAVEC";1945-03-15;33.59;4.928;1.933
"PLAVEC";1945-04-15;15.91;8.398;0.773
"PLAVEC";1945-05-15;78.02;13.904;2.249
"PLAVEC";1945-06-15;101.95;16.733;2.864
"PLAVEC";1945-07-15;65.52;18.797;1.262
"PLAVEC";1945-08-15;26.81;17.633;0.405
"PLAVEC";1945-09-15;16.25;13.386;0.289
"PLAVEC";1945-10-15;99.21;8.373;0.506
"PLAVEC";1945-11-15;42.72;2.402;7.78
"PLAVEC";1945-12-15;24.86;-0.371;7.459
"PLAVEC";1946-01-15;32.14;-4.781;8.798
"PLAVEC";1946-02-15;21.22;1.334;18.647
"PLAVEC";1946-03-15;16.74;3.906;7.7
"PLAVEC";1946-04-15;46.83;10.2;7.202
"PLAVEC";1946-05-15;52.29;15.334;6.238
"PLAVEC";1946-06-15;63.9;16.334;5.242
"PLAVEC";1946-07-15;28.69;19.078;3.847
"PLAVEC";1946-08-15;54.19;17.684;3.258
"PLAVEC";1946-09-15;54.73;14.456;2.709
"PLAVEC";1946-10-15;41.71;5.478;2.254
"PLAVEC";1946-11-15;64.42;1.902;2.357
"PLAVEC";1946-12-15;24.3;-4.2;4.743
"PLAVEC";1947-01-15;23.74;-7.899;3.282
"PLAVEC";1947-02-15;46.66;-7.576;3.208
"PLAVEC";1947-03-15;18.29;2.399;35.002
"PLAVEC";1947-04-15;7.44;9.898;7.953
"PLAVEC";1947-05-15;51.25;14.114;7.27
"PLAVEC";1947-06-15;83.8;17.107;6.578
"PLAVEC";1947-07-15;94.08;19.071;5.566
"PLAVEC";1947-08-15;115.9;17.633;4.886
"PLAVEC";1947-09-15;12.78;16.451;3.323
"PLAVEC";1947-10-15;48.52;6.093;2.966
"PLAVEC";1947-11-15;43.37;5.084;2.718
"PLAVEC";1947-12-15;39.48;0.271;8.51
"PLAVEC";1948-01-15;14.9;1.022;6.413
"PLAVEC";1948-02-15;56.94;-1.651;11.622
"PLAVEC";1948-03-15;14.73;3.937;11.084
"PLAVEC";1948-04-15;47.2;9.937;8.149
"PLAVEC";1948-05-15;19.34;14.647;6.179
"PLAVEC";1948-06-15;67.07;15.214;5.737
"PLAVEC";1948-07-15;59.39;16.324;4.592
"PLAVEC";1948-08-15;15.01;17.128;3.58
"PLAVEC";1948-09-15;5.05;14.692;2.994
"PLAVEC";1948-10-15;5.56;8.571;2.512
"PLAVEC";1948-11-15;42.85;2.638;2.122
"PLAVEC";1948-12-15;55.61;-2.623;1.768
"PLAVEC";1949-01-15;59.26;-0.913;5.035
"PLAVEC";1949-02-15;60.16;0.208;47.829
"PLAVEC";1949-03-15;7.63;0.671;10.734
"PLAVEC";1949-04-15;22.19;9.707;9.175
"PLAVEC";1949-05-15;33.49;13.25;7.824
"PLAVEC";1949-06-15;62.43;14.376;6.837
"PLAVEC";1949-07-15;72.5;17.429;5.754
"PLAVEC";1949-08-15;74.78;16.372;4.744
"PLAVEC";1949-09-15;11.38;14.843;3.741
"PLAVEC";1949-10-15;40.71;9.102;3.173
"PLAVEC";1949-11-15;6.46;3.572;2.633
"PLAVEC";1949-12-15;12.12;1.523;2.218
"PLAVEC";1950-01-15;14.68;-4.385;1.851
"PLAVEC";1950-02-15;9.06;0.345;1.553
"PLAVEC";1950-03-15;15.55;4.457;1.346
"PLAVEC";1950-04-15;30.64;8.113;1.238
"PLAVEC";1950-05-15;116.58;14.307;2.56
"PLAVEC";1950-06-15;42.49;17.691;1.18
"PLAVEC";1950-07-15;62.4;19.213;1.016
"PLAVEC";1950-08-15;82.8;17.829;0.86
"PLAVEC";1950-09-15;39.06;13.721;0.513
"PLAVEC";1950-10-15;4.13;6.709;0.382
"PLAVEC";1950-11-15;59.04;2.895;0.404
"PLAVEC";1950-12-15;22.04;-2.241;0.269
"PLAVEC";1951-01-15;33.16;-0.045;3.781
"PLAVEC";1951-02-15;15.47;1.545;4.482
"PLAVEC";1951-03-15;10.78;2.342;2.345
"PLAVEC";1951-04-15;25.06;7.938;2.163
"PLAVEC";1951-05-15;34.08;12.114;1.941
"PLAVEC";1951-06-15;13.87;16.085;1.385
"PLAVEC";1951-07-15;93.8;17.759;1.587
"PLAVEC";1951-08-15;49.96;18.809;1.053
"PLAVEC";1951-09-15;70.02;15.466;0.905
"PLAVEC";1951-10-15;59.88;7.676;0.86
"PLAVEC";1951-11-15;61.77;6.095;3.128
"PLAVEC";1951-12-15;41.02;0.814;11.519
"PLAVEC";1952-01-15;22.77;-1.095;8.982
"PLAVEC";1952-02-15;8.03;-0.893;6.738
"PLAVEC";1952-03-15;31.36;0.583;12.84
"PLAVEC";1952-04-15;11.95;10.96;6.049
"PLAVEC";1952-05-15;70.16;12.005;6.179
"PLAVEC";1952-06-15;100.75;15.671;6.231
"PLAVEC";1952-07-15;62.99;19.225;4.267
"PLAVEC";1952-08-15;72.65;19.504;3.444
"PLAVEC";1952-09-15;31.34;11.586;2.55
"PLAVEC";1952-10-15;2.33;7.343;2.089
"PLAVEC";1952-11-15;46.67;1.845;1.832
"PLAVEC";1952-12-15;26.88;-2.517;1.47
"PLAVEC";1953-01-15;21.56;-1.726;1.95
"PLAVEC";1953-02-15;29.34;-0.813;6.303
"PLAVEC";1953-03-15;38.94;3.709;10.73
"PLAVEC";1953-04-15;16.51;9.233;4.704
"PLAVEC";1953-05-15;46.08;12.166;4.421
"PLAVEC";1953-06-15;85.23;16.774;4.473
"PLAVEC";1953-07-15;25.5;18.875;2.791
"PLAVEC";1953-08-15;47.72;16.517;2.365
"PLAVEC";1953-09-15;45.37;14.502;1.956
"PLAVEC";1953-10-15;34.82;10.544;1.624
"PLAVEC";1953-11-15;43.52;2.319;1.399
"PLAVEC";1953-12-15;23.5;0.217;1.239
"PLAVEC";1954-01-15;25.52;-5.99;0.945
"PLAVEC";1954-02-15;13.95;-6.939;0.793
"PLAVEC";1954-03-15;5.5;4.25;0.665
"PLAVEC";1954-04-15;19.33;5.561;0.704
"PLAVEC";1954-05-15;30.34;12.515;0.746
"PLAVEC";1954-06-15;118.74;17.272;2.601
"PLAVEC";1954-07-15;110.91;15.52;2.463
"PLAVEC";1954-08-15;22.5;17.202;0.378
"PLAVEC";1954-09-15;26.76;15.115;0.292
"PLAVEC";1954-10-15;25.08;8.622;0.229
"PLAVEC";1954-11-15;7.36;2.016;0.166
"PLAVEC";1954-12-15;10.24;1.781;0.143
"PLAVEC";1955-01-15;25.98;-3.262;0.115
"PLAVEC";1955-02-15;12.32;-1.791;0.097
"PLAVEC";1955-03-15;5.74;0.322;0.081
"PLAVEC";1955-04-15;44.17;5.948;0.511
"PLAVEC";1955-05-15;74.33;11.364;1.351
"PLAVEC";1955-06-15;58.22;14.901;0.781
"PLAVEC";1955-07-15;103;17.579;1.406
"PLAVEC";1955-08-15;41.22;16.886;0.223
"PLAVEC";1955-09-15;44.75;14.172;0.147
"PLAVEC";1955-10-15;45.28;8.409;0.125
"PLAVEC";1955-11-15;19.02;3.201;0.069
"PLAVEC";1955-12-15;81.92;1.369;8.363
"PLAVEC";1956-01-15;28.36;-1.484;8.263
"PLAVEC";1956-02-15;25.7;-8.659;5.593
"PLAVEC";1956-03-15;22.42;1.262;18.958
"PLAVEC";1956-04-15;30.11;6.757;6.864
"PLAVEC";1956-05-15;44.02;12.465;6.117
"PLAVEC";1956-06-15;59.45;14.762;5.316
"PLAVEC";1956-07-15;64.18;17.814;4.362
"PLAVEC";1956-08-15;108.3;16.468;4.039
"PLAVEC";1956-09-15;56.2;14.759;3.164
"PLAVEC";1956-10-15;20.36;8.231;2.318
"PLAVEC";1956-11-15;17.16;0.457;1.934
"PLAVEC";1956-12-15;20.12;-0.035;1.591
"PLAVEC";1957-01-15;12.53;-2.281;1.335
"PLAVEC";1957-02-15;21.08;2.22;1.12
"PLAVEC";1957-03-15;27.4;5.29;1.203
"PLAVEC";1957-04-15;63.32;7.93;2.16
"PLAVEC";1957-05-15;24.68;10.364;0.907
"PLAVEC";1957-06-15;69.74;17.973;1.631
"PLAVEC";1957-07-15;47.6;18.45;0.748
"PLAVEC";1957-08-15;51.73;15.89;0.534
"PLAVEC";1957-09-15;11.9;12.203;0.333
"PLAVEC";1957-10-15;73.26;8.209;0.386
"PLAVEC";1957-11-15;31.41;4.58;0.478
"PLAVEC";1957-12-15;15.07;-0.579;0.194
"PLAVEC";1958-01-15;18.25;-2.233;2.379
"PLAVEC";1958-02-15;26.48;1.134;9.197
"PLAVEC";1958-03-15;26.48;-1.159;5.936
"PLAVEC";1958-04-15;27.14;5.318;4.124
"PLAVEC";1958-05-15;28.01;15.676;3.795
"PLAVEC";1958-06-15;21.08;14.834;2.983
"PLAVEC";1958-07-15;116.72;18.262;3.379
"PLAVEC";1958-08-15;60.05;17.64;2.289
"PLAVEC";1958-09-15;40.07;14.193;1.785
"PLAVEC";1958-10-15;3.15;9.484;1.439
"PLAVEC";1958-11-15;41.69;4.293;1.25
"PLAVEC";1958-12-15;19.33;0.307;1.079
"PLAVEC";1959-01-15;26.92;-1.508;0.85
"PLAVEC";1959-02-15;34.13;-2.009;4.378
"PLAVEC";1959-03-15;20.73;5.324;2.737
"PLAVEC";1959-04-15;26.9;9.042;2.605
"PLAVEC";1959-05-15;27.28;12.595;2.155
"PLAVEC";1959-06-15;89.2;15.637;2.832
"PLAVEC";1959-07-15;54.93;18.551;1.733
"PLAVEC";1959-08-15;83.83;17.216;1.547
"PLAVEC";1959-09-15;50.75;12.106;1.085
"PLAVEC";1959-10-15;46.25;7.552;0.906
"PLAVEC";1959-11-15;25.51;3.409;0.769
"PLAVEC";1959-12-15;41.69;1.189;0.953
"PLAVEC";1960-01-15;13.62;-2.954;1.901
"PLAVEC";1960-02-15;6.37;-2.225;1.575
"PLAVEC";1960-03-15;23.64;3.443;1.234
"PLAVEC";1960-04-15;29.94;7.649;1.417
"PLAVEC";1960-05-15;36.15;12.402;1.31
"PLAVEC";1960-06-15;70.97;15.88;1.675
"PLAVEC";1960-07-15;120.8;16.055;2.395
"PLAVEC";1960-08-15;58.8;17.12;1.162
"PLAVEC";1960-09-15;3.72;12.779;0.432
"PLAVEC";1960-10-15;6.11;9.542;0.364
"PLAVEC";1960-11-15;28.09;4.702;0.342
"PLAVEC";1960-12-15;68.18;1.102;1.737
"PLAVEC";1961-01-15;14.82;-3.5;3.409
"PLAVEC";1961-02-15;28.16;1.923;10.086
"PLAVEC";1961-03-15;22.92;5.874;3.433
"PLAVEC";1961-04-15;43.05;11.451;3.408
"PLAVEC";1961-05-15;84.08;11.32;4.378
"PLAVEC";1961-06-15;81.84;17.394;3.988
"PLAVEC";1961-07-15;72.17;16.382;2.675
"PLAVEC";1961-08-15;64.39;17.069;1.892
"PLAVEC";1961-09-15;23.41;15.984;1.171
"PLAVEC";1961-10-15;45.1;9.914;1.054
"PLAVEC";1961-11-15;53.9;3.255;1.151
"PLAVEC";1961-12-15;39.85;-2.614;3.278
"PLAVEC";1962-01-15;37.86;-1.377;9.622
"PLAVEC";1962-02-15;45.64;-1.807;13.199
"PLAVEC";1962-03-15;37.95;-0.599;17.699
"PLAVEC";1962-04-15;19.43;9.497;12.699
"PLAVEC";1962-05-15;99.72;10.789;20.045
"PLAVEC";1962-06-15;52.62;14.572;12.284
"PLAVEC";1962-07-15;36.59;16.344;9.639
"PLAVEC";1962-08-15;43.33;18.314;8.01
"PLAVEC";1962-09-15;25.75;12.486;6.593
"PLAVEC";1962-10-15;37.65;8.299;5.555
"PLAVEC";1962-11-15;70.68;2.762;5.044
"PLAVEC";1962-12-15;23.29;-4.94;5.906
"PLAVEC";1963-01-15;23.91;-7.862;4.593
"PLAVEC";1963-02-15;19.43;-6.422;5.61
"PLAVEC";1963-03-15;37.58;0.703;34.031
"PLAVEC";1963-04-15;20.04;9.042;9.039
"PLAVEC";1963-05-15;72.18;13.035;8.915
"PLAVEC";1963-06-15;60.75;17.006;7.095
"PLAVEC";1963-07-15;17.03;19.568;5.274
"PLAVEC";1963-08-15;68.21;17.885;4.557
"PLAVEC";1963-09-15;54.49;14.789;3.759
"PLAVEC";1963-10-15;16.82;8.171;3.1
"PLAVEC";1963-11-15;32.69;6.45;2.616
"PLAVEC";1963-12-15;6.23;-5.643;2.178
"PLAVEC";1964-01-15;5.27;-5.884;1.827
"PLAVEC";1964-02-15;22.57;-1.813;1.533
"PLAVEC";1964-03-15;34.38;-0.569;1.286
"PLAVEC";1964-04-15;38.02;9.394;1.079
"PLAVEC";1964-05-15;60.38;13.226;2.242
"PLAVEC";1964-06-15;79.22;18.369;2.371
"PLAVEC";1964-07-15;47.59;18.925;0.994
"PLAVEC";1964-08-15;107.73;16.193;1.298
"PLAVEC";1964-09-15;8.67;13.571;0.46
"PLAVEC";1964-10-15;89.68;7.554;1.04
"PLAVEC";1964-11-15;15.93;4.443;0.417
"PLAVEC";1964-12-15;31.55;-1.931;6.183
"PLAVEC";1965-01-15;29.83;-1.035;9.129
"PLAVEC";1965-02-15;22.11;-4.205;10.588
"PLAVEC";1965-03-15;39.99;1.193;18.756
"PLAVEC";1965-04-15;67.59;7.061;15.701
"PLAVEC";1965-05-15;112.04;11.136;22.47
"PLAVEC";1965-06-15;95.72;16.089;15.006
"PLAVEC";1965-07-15;81.82;16.569;11.69
"PLAVEC";1965-08-15;75.58;15.41;9.244
"PLAVEC";1965-09-15;24.57;13.745;6.686
"PLAVEC";1965-10-15;7.6;6.925;5.51
"PLAVEC";1965-11-15;28.58;0.218;4.71
"PLAVEC";1965-12-15;36.89;0.123;4.181
"PLAVEC";1966-01-15;17.7;-5.073;4.902
"PLAVEC";1966-02-15;26.93;4.683;9.978
"PLAVEC";1966-03-15;17.83;2.968;4.352
"PLAVEC";1966-04-15;50.56;9.895;4.564
"PLAVEC";1966-05-15;50.33;13.173;3.892
"PLAVEC";1966-06-15;87.54;16.861;4.247
"PLAVEC";1966-07-15;117.63;16.953;4.435
"PLAVEC";1966-08-15;86.4;16.408;3.188
"PLAVEC";1966-09-15;26.95;13.221;1.599
"PLAVEC";1966-10-15;22.91;11.958;1.299
"PLAVEC";1966-11-15;33.11;2.474;1.152
"PLAVEC";1966-12-15;52.49;-0.115;1.304
"PLAVEC";1967-01-15;23.65;-2.337;6.774
"PLAVEC";1967-02-15;20.24;0.497;9.509
"PLAVEC";1967-03-15;28.99;4.751;5.051
"PLAVEC";1967-04-15;25.11;7.827;4.114
"PLAVEC";1967-05-15;80.25;13.367;5.272
"PLAVEC";1967-06-15;67.17;15.885;3.961
